training objective,layer,variables localized,interchange intervention accuracy,model index
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9120000004768372,189
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9100000262260436,189
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8799999952316284,189
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.5740000009536743,189
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9380000233650208,189
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.915000021457672,189
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9179999828338624,189
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.6880000233650208,189
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9179999828338624,189
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9179999828338624,189
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8960000276565552,189
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.6620000004768372,189
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9049999713897704,189
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.8949999809265137,189
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8450000286102295,189
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.7409999966621399,189
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.953000009059906,189
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9649999737739564,189
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9300000071525574,189
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.6850000023841858,189
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9470000267028807,189
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9350000023841858,189
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8870000243186951,189
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.6620000004768372,189
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9430000185966492,190
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9470000267028807,190
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9589999914169312,190
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.6370000243186951,190
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9169999957084656,190
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9190000295639038,190
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8809999823570251,190
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6959999799728394,190
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9449999928474426,190
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9449999928474426,190
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9110000133514404,190
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.5910000205039978,190
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9179999828338624,190
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.930999994277954,190
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8949999809265137,190
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.8059999942779541,190
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9179999828338624,190
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.9279999732971193,190
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.8970000147819519,190
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.8240000009536743,190
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9679999947547911,190
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.962000012397766,190
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9300000071525574,190
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.6710000038146973,190
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9279999732971193,190
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9319999814033508,190
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.8859999775886536,190
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.7009999752044678,190
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9269999861717224,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9350000023841858,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9399999976158142,191
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.9100000262260436,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9229999780654908,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9240000247955322,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8999999761581421,191
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.5059999823570251,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9240000247955322,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.912999987602234,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.8930000066757202,191
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.5849999785423279,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9409999847412108,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9380000233650208,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.878000020980835,191
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.7080000042915344,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.906000018119812,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.9020000100135804,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8870000243186951,191
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6620000004768372,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.959999978542328,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9660000205039978,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9350000023841858,191
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.6880000233650208,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9470000267028807,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9459999799728394,191
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9139999747276306,191
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.6389999985694885,191
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9520000219345092,192
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9509999752044678,192
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9509999752044678,192
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.5049999952316284,192
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9290000200271606,192
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9269999861717224,192
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8730000257492065,192
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.6259999871253967,192
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9490000009536744,192
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.925000011920929,192
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.8930000066757202,192
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.6800000071525574,192
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.921999990940094,192
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9190000295639038,192
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.871999979019165,192
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.6930000185966492,192
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9139999747276306,192
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.9179999828338624,192
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8690000176429749,192
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.6470000147819519,192
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.959999978542328,192
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9559999704360962,192
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9359999895095824,192
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.746999979019165,192
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9380000233650208,192
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9549999833106996,192
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8809999823570251,192
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.7459999918937683,192
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9470000267028807,193
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.959999978542328,193
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9679999947547911,193
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.9190000295639038,193
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9279999732971193,193
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.8970000147819519,193
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8700000047683716,193
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6359999775886536,193
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9300000071525574,193
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9449999928474426,193
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.912999987602234,193
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.7620000243186951,193
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.930999994277954,193
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.915000021457672,193
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8989999890327454,193
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.7870000004768372,193
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9190000295639038,193
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.9369999766349792,193
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9210000038146972,193
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.8309999704360962,193
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.959999978542328,193
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9539999961853028,193
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9419999718666076,193
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.7049999833106995,193
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9419999718666076,193
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9470000267028807,193
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.890999972820282,193
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.6909999847412109,193
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9319999814033508,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9470000267028807,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.949999988079071,194
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.8999999761581421,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9330000281333924,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9300000071525574,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.9160000085830688,194
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.8209999799728394,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9330000281333924,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9330000281333924,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.921999990940094,194
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.7020000219345093,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9269999861717224,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9229999780654908,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8930000066757202,194
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.6370000243186951,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.9089999794960022,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.9089999794960022,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8629999756813049,194
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6549999713897705,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.972000002861023,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.949999988079071,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9110000133514404,194
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.746999979019165,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9459999799728394,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9470000267028807,194
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9259999990463256,194
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.8149999976158142,194
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9449999928474426,195
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9359999895095824,195
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9409999847412108,195
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.5289999842643738,195
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.930999994277954,195
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9190000295639038,195
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8889999985694885,195
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.7580000162124634,195
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9350000023841858,195
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9259999990463256,195
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9070000052452089,195
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.593999981880188,195
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.921999990940094,195
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.915000021457672,195
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8510000109672546,195
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.7310000061988831,195
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.925000011920929,195
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.9070000052452089,195
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8840000033378601,195
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.7559999823570251,195
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9539999961853028,195
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.959999978542328,195
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9350000023841858,195
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.6269999742507935,195
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.944000005722046,195
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9369999766349792,195
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8989999890327454,195
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.6159999966621399,195
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9359999895095824,196
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9459999799728394,196
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9509999752044678,196
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.6710000038146973,196
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.921999990940094,196
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9259999990463256,196
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8889999985694885,196
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6729999780654907,196
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9390000104904176,196
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9480000138282776,196
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9110000133514404,196
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.7480000257492065,196
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9409999847412108,196
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.921999990940094,196
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.9079999923706056,196
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.8130000233650208,196
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9390000104904176,196
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.9240000247955322,196
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9190000295639038,196
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.7900000214576721,196
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9700000286102296,196
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9679999947547911,196
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9179999828338624,196
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.7429999709129333,196
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9419999718666076,196
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9340000152587892,196
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.8840000033378601,196
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.7490000128746033,196
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9380000233650208,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9409999847412108,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9470000267028807,197
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.6579999923706055,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.912999987602234,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9169999957084656,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.912999987602234,197
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.7350000143051147,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9229999780654908,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9160000085830688,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9079999923706056,197
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6420000195503235,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9300000071525574,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9039999842643738,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.902999997138977,197
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.7329999804496765,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.9020000100135804,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.9100000262260436,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8949999809265137,197
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.718999981880188,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9539999961853028,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9580000042915344,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9539999961853028,197
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7590000033378601,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9430000185966492,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9419999718666076,197
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.925000011920929,197
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.652999997138977,197
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9399999976158142,198
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9399999976158142,198
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9539999961853028,198
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.7950000166893005,198
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9110000133514404,198
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9300000071525574,198
